Year,Country,Industry,AI_Startups,Job_Postings,Skill,Avg_Salary_USD,Tool,Popularity_Score,Investment_Million_USD,Growth_Rate_%
2024,India,Finance,283,10837,AI Tools,60435,Bard,85,107.8,29.42
2024,Germany,Healthcare,70,3619,AI Tools,103189,Bard,90,579.8,27.92
2022,Switzerland,Healthcare,242,5779,Cloud Computing,71465,ChatGPT,60,313.8,13.2
2024,Australia,Finance,243,15116,Cloud Computing,86537,Gemini,60,745.6,27.51
2022,China,Healthcare,312,12044,Cloud Computing,79558,PyTorch,69,609.3,13.12
2022,China,Education,282,13548,Python,122513,Copilot,95,448.3,25.58
2022,Australia,Manufacturing,65,3609,Cloud Computing,76933,Claude,73,316.9,26.58
2021,South Africa,Finance,478,18762,Python,64566,Gemini,100,638.3,12.93
2024,UK,IT,439,9719,AI Tools,84747,Copilot,62,950.9,21.25
2024,Switzerland,IT,373,4655,Data Science,129778,TensorFlow,59,855.5,8.44
2023,Denmark,Healthcare,144,3216,AI Tools,120116,Bard,96,82.3,18.07
2023,Israel,Telecom,167,17426,NLP,122058,TensorFlow,77,568.7,11.47
2023,South Africa,Finance,296,3593,AI Tools,64219,Bard,51,627.3,27.53
2024,Indonesia,Manufacturing,284,3792,Machine Learning,82394,Claude,75,605.5,28.87
2025,France,Education,447,2955,Machine Learning,135338,Copilot,50,863.2,13.02
2024,Netherlands,Automotive,71,9480,Python,121566,Gemini,89,666.1,24.86
2023,Netherlands,Manufacturing,163,16304,Cloud Computing,113177,Copilot,84,593,19.32
2025,Indonesia,Manufacturing,179,2648,Cloud Computing,83512,Gemini,56,433.7,28.79
2025,Spain,Retail,72,17914,Machine Learning,68180,Copilot,82,472.6,29.17
2025,UK,IT,423,1999,NLP,148500,Bard,77,601.3,13.47
2021,Spain,Retail,373,8072,Machine Learning,139590,TensorFlow,70,762,19.2
2025,USA,IT,344,5942,Cloud Computing,131298,Claude,69,474.9,8.48
2022,Israel,Telecom,115,17927,Cloud Computing,117407,Copilot,91,801.5,23.58
2023,Brazil,Education,370,9541,Machine Learning,107871,Bard,93,492.9,10.3
2022,Italy,Telecom,452,18736,Cloud Computing,111687,TensorFlow,86,148.7,22.18
2020,Singapore,Retail,59,14592,Machine Learning,126526,TensorFlow,77,766.3,5.6
2025,Netherlands,Education,201,18063,Data Science,141707,PyTorch,60,210.8,12.16
2022,Australia,IT,66,10738,Python,99578,TensorFlow,64,60.6,12.62
2022,Australia,Education,124,12904,NLP,105607,Gemini,70,930.4,23.22
2020,Germany,Automotive,487,1177,AI Tools,80661,PyTorch,77,56.4,20.15
2022,South Africa,Healthcare,148,9876,NLP,98882,Bard,57,144.9,5.27
2021,UK,Telecom,389,19967,Machine Learning,74178,ChatGPT,64,982.8,19.9
2023,Turkey,Education,260,2142,NLP,62312,PyTorch,88,710.2,20.98
2021,Spain,Automotive,325,6418,Python,114702,PyTorch,88,92.7,27.61
2022,UK,Finance,271,4642,Cloud Computing,126141,TensorFlow,70,59.8,14.41
2023,South Korea,Finance,499,1526,Data Science,67004,Gemini,71,523,26.64
2025,Finland,Telecom,333,16267,Machine Learning,80157,PyTorch,60,125.2,13.62
2024,Russia,Automotive,145,2801,Python,106550,TensorFlow,81,177.7,17.38
2022,India,Automotive,184,12605,Cloud Computing,77392,Gemini,65,867,5.01
2023,Turkey,Healthcare,298,19386,AI Tools,82577,Claude,73,379.2,18.18
2025,UAE,Finance,387,8658,NLP,105950,Copilot,100,788,19.9
2024,Finland,IT,197,5189,Python,103372,TensorFlow,96,635.3,9.51
2023,Switzerland,IT,67,10579,NLP,89569,Claude,59,732,29.14
2020,Israel,IT,454,19784,Python,113409,Bard,76,629.7,29.68
2020,China,IT,245,11374,Cloud Computing,72770,Claude,99,427.9,25.79
2024,Germany,Retail,142,7703,Machine Learning,82572,Bard,96,755,29.72
2023,Japan,Finance,271,19942,Cloud Computing,133573,Gemini,51,166.4,16.01
2021,Canada,Automotive,404,19285,NLP,119400,PyTorch,53,181.3,15.37
2020,Mexico,Automotive,350,8115,Cloud Computing,122048,Copilot,83,499.3,16.23
2024,Italy,Education,64,3350,AI Tools,117371,TensorFlow,78,276.9,29.13
2021,Mexico,Retail,103,14608,NLP,143683,TensorFlow,61,356.3,16.25
2020,China,Telecom,239,1803,Python,105756,TensorFlow,99,704.6,20.84
2021,South Korea,Finance,354,1959,Data Science,104128,Gemini,72,281.2,23.58
2025,Finland,Telecom,200,8470,Cloud Computing,148518,Claude,81,798.9,13.81
2023,Finland,IT,238,17295,Data Science,77980,Copilot,66,413.3,22.73
2025,Russia,Telecom,500,9354,Machine Learning,125518,Gemini,83,984.6,19.26
2023,Turkey,Retail,205,6735,Data Science,62791,Bard,80,562,19.99
2020,Russia,Automotive,270,7524,Machine Learning,94384,PyTorch,58,990.6,13
2021,UK,IT,245,14376,AI Tools,146228,TensorFlow,61,792.2,9.35
2024,Sweden,Telecom,224,18583,Machine Learning,105459,PyTorch,94,883.8,14.09
2022,Italy,Retail,255,4407,NLP,136727,PyTorch,79,334.2,8.67
2023,India,Healthcare,177,16676,Cloud Computing,101998,TensorFlow,74,132.1,27.39
2023,Russia,Retail,500,1375,Data Science,146489,Claude,62,152,7.06
2025,China,Telecom,348,6199,Machine Learning,71054,Claude,91,442.7,10.83
2020,Canada,Education,332,18902,AI Tools,142568,Claude,51,729.7,18.61
2023,Indonesia,Automotive,113,6767,NLP,146312,PyTorch,86,921.5,19.73
2020,Italy,Automotive,325,1019,NLP,114125,Bard,88,163.8,29.65
2023,Sweden,IT,116,4871,Cloud Computing,118295,TensorFlow,63,981.9,12.55
2020,Spain,IT,225,12529,Python,68574,Claude,84,831,28.68
2020,India,Telecom,288,15303,AI Tools,114475,TensorFlow,97,747,9.62
2020,Italy,Education,318,17519,Data Science,126374,Gemini,78,57.4,14.48
2025,Turkey,Healthcare,207,19701,Python,96134,TensorFlow,75,827.5,29.22
2022,Indonesia,Manufacturing,327,19265,AI Tools,118189,PyTorch,95,267.2,14.72
2020,Denmark,Retail,494,1821,AI Tools,98986,Bard,55,617.4,18.12
2023,Norway,IT,226,14215,Python,82619,ChatGPT,81,480.8,22.79
2023,Russia,Manufacturing,256,14032,Data Science,89927,PyTorch,63,445.4,14.13
2020,Denmark,Healthcare,325,7525,Machine Learning,92331,ChatGPT,73,137.7,15.72
2020,Canada,Finance,60,13998,Python,94278,Copilot,59,809,18.44
2021,Russia,Retail,489,9322,Cloud Computing,95366,ChatGPT,90,252.5,5.32
2022,Finland,IT,346,16027,Python,130416,Copilot,63,352.6,21.25
2020,Switzerland,Telecom,271,19967,Cloud Computing,125230,Gemini,58,397.7,27.79
2020,Singapore,Retail,98,11073,Data Science,104087,Bard,97,831.2,17.79
2022,Indonesia,IT,447,19426,AI Tools,90397,Claude,68,222.9,21.45
2024,Indonesia,Education,136,19101,Cloud Computing,138760,PyTorch,84,587.6,17.87
2021,France,Telecom,222,6883,Machine Learning,141034,Gemini,71,170.2,7.12
2022,Brazil,Manufacturing,396,3303,AI Tools,130798,TensorFlow,63,662.9,26.36
2025,Sweden,IT,413,5239,AI Tools,60929,PyTorch,72,843.6,17.6
2021,Japan,Finance,403,12652,NLP,125222,Bard,90,989.3,24.14
2024,Australia,Finance,410,5553,NLP,147768,TensorFlow,56,946.4,11.08
2024,Netherlands,Retail,395,5057,AI Tools,71313,Gemini,51,140.3,13.75
2022,France,Automotive,271,15329,NLP,81088,Copilot,83,619.2,26.95
2025,Indonesia,Finance,165,13151,NLP,142747,Gemini,63,77.6,11.6
2024,USA,Manufacturing,438,17215,Cloud Computing,74814,Gemini,65,132.5,28.74
2023,Russia,Automotive,65,8362,Data Science,103016,TensorFlow,89,506.7,24.82
2025,UAE,IT,263,4394,Cloud Computing,68272,ChatGPT,66,150.8,29.69
2025,India,Education,188,6820,Python,108777,Copilot,84,137.6,7.62
2023,Denmark,Education,138,17431,Cloud Computing,60264,Gemini,73,264.2,16.36
2020,Indonesia,Automotive,319,15080,Machine Learning,104998,PyTorch,81,968.1,23.15
2023,UAE,Finance,400,14388,Cloud Computing,80918,ChatGPT,97,640.7,27.87
2023,Turkey,Manufacturing,322,16724,Python,112690,Bard,77,665.6,12.32
2023,Israel,Retail,213,16616,Machine Learning,64920,Gemini,99,889.7,25.08
2021,France,Automotive,253,19923,Python,109176,TensorFlow,62,75.5,10.99
2024,Spain,Finance,487,8905,Python,139662,Bard,65,56.5,12.04
2023,Spain,IT,321,7546,NLP,122061,Copilot,60,472.4,27.93
2023,China,Automotive,441,19401,Machine Learning,141730,Copilot,53,418.5,18.32
2024,Switzerland,Telecom,385,18558,AI Tools,86985,Claude,96,492.1,16.47
2022,Indonesia,IT,465,3379,Machine Learning,82278,Bard,67,176.3,23.95
2022,Norway,Manufacturing,69,18092,AI Tools,90245,Bard,58,282.9,8.39
2025,Australia,Manufacturing,355,11606,NLP,111269,Gemini,79,881.1,29.49
2025,UK,Telecom,232,13340,NLP,101920,PyTorch,91,53.9,26.76
2020,UAE,Manufacturing,484,10859,Data Science,84812,Claude,52,791.3,22.66
2021,Indonesia,Education,394,16264,NLP,93919,Bard,68,875.4,7.99
2025,South Africa,Retail,354,4964,Python,148496,Claude,77,185,5.86
2023,USA,Finance,74,18997,AI Tools,133343,Claude,67,605.4,28.44
2024,Spain,Healthcare,114,9331,Cloud Computing,142033,TensorFlow,75,741.4,6.82
2020,Brazil,Manufacturing,135,12739,AI Tools,79463,Gemini,100,768.4,8.38
2025,Turkey,Automotive,125,6180,NLP,98105,Bard,52,531.1,19.19
2023,India,Healthcare,432,6699,NLP,98544,PyTorch,65,353,13.57
2025,Russia,Retail,269,6989,AI Tools,149737,Claude,61,448.3,15.34
2023,France,Telecom,481,10511,Data Science,102062,Copilot,82,859.6,16.16
2023,Australia,Retail,434,11427,Data Science,89785,Copilot,85,810,7.37
2022,Indonesia,Education,167,4483,AI Tools,139508,Claude,60,196.9,23.43
2020,Israel,Automotive,226,8582,Machine Learning,80028,PyTorch,91,777.5,19.97
2021,Indonesia,Healthcare,202,15062,Data Science,92101,Bard,85,628,13.79
2020,Japan,Manufacturing,468,6994,AI Tools,131219,PyTorch,50,443.1,24.14
2020,Singapore,Retail,67,18163,AI Tools,89118,ChatGPT,96,120.2,21.28
2021,Finland,Telecom,284,11013,Python,144841,Copilot,78,644.3,10.19
2023,Germany,Retail,434,1414,Machine Learning,116657,TensorFlow,71,132.7,9.36
2024,Singapore,Retail,53,9662,NLP,87174,TensorFlow,81,489.6,11.17
2024,Germany,Automotive,155,15718,AI Tools,149192,PyTorch,82,802.4,16.27
2025,Germany,Manufacturing,265,18285,Machine Learning,79114,Bard,78,708.7,22.24
2022,Spain,Healthcare,267,18791,Python,125405,Gemini,54,418.9,18.87
2022,Norway,Automotive,308,13181,Python,122133,Copilot,60,686.9,17.89
2025,China,IT,112,3860,Python,115914,Gemini,92,167.3,29.14
2021,UK,IT,149,5759,NLP,61575,Gemini,77,183.1,10.69
2021,Brazil,Healthcare,107,15831,AI Tools,149114,ChatGPT,75,619.2,15.86
2023,Indonesia,IT,336,4634,Python,131918,Bard,66,845.4,20.9
2024,China,Healthcare,295,10256,Machine Learning,128605,Claude,53,884,20.86
2024,Spain,IT,443,4800,NLP,113725,Copilot,77,586.8,13.54
2024,Australia,Finance,342,18522,Python,128714,PyTorch,53,895.4,13.52
2025,UK,Finance,434,9120,Cloud Computing,93092,TensorFlow,51,614,26.03
2022,France,Education,355,14553,NLP,73197,Gemini,80,253.3,22.44
2021,Israel,Telecom,473,2523,AI Tools,61016,ChatGPT,70,601.3,10.58
2021,India,Healthcare,144,18360,Data Science,70930,ChatGPT,85,89.2,5.77
2023,Israel,Finance,64,16023,Cloud Computing,88921,PyTorch,99,134,9.34
2022,Netherlands,Education,259,2491,NLP,133885,Bard,79,306.1,17.65
2025,Canada,IT,443,17929,Machine Learning,73996,Copilot,55,131.6,20.97
2025,UK,Manufacturing,102,8417,Data Science,142313,ChatGPT,95,334.9,8.4
2025,Singapore,Finance,196,2108,AI Tools,120292,TensorFlow,99,726.1,28.91
2020,Sweden,Automotive,102,12245,Cloud Computing,67033,Gemini,60,754.1,19
2025,Spain,Education,239,5034,Cloud Computing,96878,Claude,85,232.5,12.83
2023,Spain,Manufacturing,146,15940,Python,133233,TensorFlow,56,851.5,28.48
2022,Canada,Telecom,221,12658,Python,138387,TensorFlow,89,735.3,10.06
2023,Canada,Telecom,313,14751,NLP,122226,ChatGPT,91,361.4,19.14
2024,South Africa,Telecom,302,16420,AI Tools,95174,ChatGPT,83,750.8,13.06
2023,Australia,Automotive,82,18452,Python,131959,Copilot,92,639.2,24.54
2023,Netherlands,Retail,276,3370,AI Tools,142813,Gemini,67,779.4,16.61
2025,Finland,Automotive,498,16450,AI Tools,116055,Gemini,55,253.8,5.64
2020,South Africa,Education,470,8371,Cloud Computing,62632,Bard,57,832.5,12.44
2022,Italy,Manufacturing,308,9165,NLP,126898,Claude,69,971.8,21.48
2023,South Korea,Education,423,15072,Cloud Computing,98182,Bard,64,883.9,24.71
2020,Singapore,Retail,418,2077,NLP,140798,Copilot,57,557.8,5.38
2020,Israel,Education,489,6205,Python,84637,PyTorch,53,999.8,19.7
2020,Japan,Finance,476,14060,Data Science,74477,Copilot,52,655.2,26.16
2021,UAE,Education,454,13104,Data Science,67589,Claude,86,831.9,7.85
2020,China,Finance,470,10669,Data Science,77230,ChatGPT,98,803,22.39
2021,Spain,Manufacturing,487,19413,AI Tools,83402,TensorFlow,68,667.9,19.82
2021,Netherlands,Education,175,2681,Data Science,92038,Claude,71,551.1,26.1
2025,Israel,Manufacturing,257,6530,Cloud Computing,66192,Copilot,95,521.6,7.03
2022,Switzerland,Manufacturing,53,6351,Data Science,143081,Bard,81,593.7,14.35
2020,UK,Healthcare,99,17356,AI Tools,64300,Gemini,74,975.5,10.36
2023,UAE,Automotive,329,9781,Data Science,61324,Gemini,64,114.4,14.01
2021,India,IT,215,12429,Machine Learning,75283,Bard,88,726.4,27.67
2022,Israel,Retail,337,18559,AI Tools,77959,Claude,53,460,24.39
2022,France,Telecom,196,18260,Data Science,75573,ChatGPT,96,101.4,12.34
2021,Japan,IT,375,2959,Python,121442,Gemini,64,374.1,9.75
2023,Germany,Manufacturing,291,7846,Python,76749,PyTorch,54,346.9,26.83
2022,Turkey,Education,72,11024,NLP,61011,Copilot,86,719.9,12.98
2021,Italy,Healthcare,401,17856,AI Tools,117078,PyTorch,50,853.1,15.92
2025,Brazil,Automotive,314,13862,Python,93493,Copilot,77,635.8,25.36
2023,Italy,Education,55,3450,Python,114389,Copilot,70,808.3,8.43
2020,France,Finance,211,15320,AI Tools,96561,PyTorch,90,698.5,5.53
2023,Brazil,IT,374,15529,Cloud Computing,75827,Gemini,95,870.9,20.35
2025,Brazil,Education,378,17759,Machine Learning,61591,PyTorch,52,278.7,17.81
2024,Turkey,Manufacturing,428,14669,Data Science,80900,ChatGPT,76,223.6,14.49
2020,Sweden,Finance,162,10308,NLP,102541,TensorFlow,79,797.2,10.27
2021,Brazil,Finance,218,13711,NLP,61216,ChatGPT,87,728.5,24.96
2022,UAE,Healthcare,232,9886,Machine Learning,147241,PyTorch,85,197.1,15.68
2024,Australia,Manufacturing,240,15074,Python,76166,ChatGPT,60,191.6,5.2
2024,Germany,Education,251,4687,Cloud Computing,136566,Bard,91,781.3,17.63
2023,South Africa,Healthcare,499,11496,AI Tools,108500,Copilot,76,783.9,13.84
2024,UK,IT,181,6530,Data Science,141429,Bard,92,917.2,16.65
2024,Singapore,Automotive,150,13187,Data Science,128102,TensorFlow,88,886.9,5.98
2021,Israel,Finance,331,15375,Data Science,102518,TensorFlow,90,716.4,26.22
2025,Canada,Telecom,263,3414,Data Science,121072,Copilot,51,948.7,12.07
2023,China,Education,198,2162,Machine Learning,125010,Claude,99,361.7,17.05
2024,Norway,Telecom,149,19820,NLP,89453,Claude,65,265.1,19.79
2020,Denmark,Automotive,125,16594,Cloud Computing,137629,Gemini,100,645.4,27.86
2024,Japan,Telecom,131,4323,Data Science,104497,Bard,99,150.1,27.99
2024,Canada,Automotive,403,1438,Data Science,142606,Gemini,94,180.1,10.67
2024,Denmark,Retail,424,18645,Machine Learning,87954,TensorFlow,59,379.7,9.71
2021,Denmark,Finance,212,3832,NLP,143805,ChatGPT,63,461.4,28.38
2021,Singapore,Manufacturing,443,3028,Cloud Computing,97169,TensorFlow,87,938,10.26
2022,Mexico,Education,466,14275,Machine Learning,77590,TensorFlow,75,399.4,7.52
2024,Mexico,Finance,159,8452,Data Science,135088,ChatGPT,55,500.7,24.51
2024,Finland,Healthcare,65,19566,Machine Learning,88996,PyTorch,80,446,14.55
2020,India,Telecom,196,18724,Python,102984,Copilot,50,300,18.35
2024,South Korea,Automotive,165,17445,Python,69828,Bard,75,162.5,17.85
2022,India,Finance,383,12631,Data Science,106983,TensorFlow,78,797.5,17.66
2024,Norway,Healthcare,197,16135,Machine Learning,129968,TensorFlow,85,349.3,6.01
2023,Denmark,Retail,322,13189,NLP,97446,Copilot,58,253.5,23.28
2024,Netherlands,Manufacturing,371,11970,Python,87795,Claude,87,906.8,6.18
2020,Australia,IT,382,3203,AI Tools,112907,Bard,52,534.2,8.26
2023,UK,IT,123,8578,Machine Learning,127591,ChatGPT,80,193.8,9.19
2022,Germany,Manufacturing,334,17366,Python,116698,Copilot,84,531,18.95
2022,Italy,Automotive,374,7807,Cloud Computing,118447,ChatGPT,86,233.3,6.75
2022,South Africa,Manufacturing,385,5692,Cloud Computing,91682,Claude,90,687.8,14.06
2023,Indonesia,Education,373,11970,Cloud Computing,119498,Bard,73,397.8,5.26
2022,Finland,Education,198,2238,AI Tools,129321,Bard,57,57.9,14.27
2021,South Africa,Healthcare,62,14338,Python,80645,Claude,66,945.5,19.95
2024,South Korea,Education,192,11494,Cloud Computing,88193,Bard,93,449.4,8.68
2022,South Africa,IT,459,7278,AI Tools,116816,ChatGPT,67,77.8,14.58
2025,India,Telecom,404,19648,Data Science,62639,Bard,96,301.3,13.49
2024,Australia,Telecom,324,7194,Machine Learning,123638,Bard,94,223.2,10.6
2025,South Africa,Automotive,497,18526,Cloud Computing,149282,Gemini,87,150.7,11.53
2021,Norway,Telecom,92,9973,Data Science,103985,PyTorch,87,632.8,5.86
2020,Russia,Manufacturing,298,14038,NLP,101350,Copilot,50,797.3,15.26
2025,USA,Healthcare,59,14923,Machine Learning,73387,TensorFlow,54,264.1,16.53
2021,Spain,Healthcare,459,19873,Cloud Computing,102987,Gemini,54,333.3,13.32
2023,Russia,Finance,216,18334,NLP,68790,TensorFlow,78,368.7,27.27
2024,Switzerland,Healthcare,340,2127,NLP,113390,TensorFlow,65,124.7,24.62
2025,Netherlands,Automotive,345,5482,AI Tools,92960,Bard,79,815.5,25.37
2021,Singapore,Manufacturing,470,18278,Machine Learning,81016,Claude,62,374,7.75
2021,Singapore,Automotive,462,3763,Data Science,127297,Claude,57,765.8,6.01
2022,Norway,Finance,93,13438,Machine Learning,99409,ChatGPT,85,529.4,17.03
2021,Australia,Manufacturing,177,10903,AI Tools,69329,ChatGPT,57,518.5,13.11
2025,China,Healthcare,396,11276,NLP,72338,PyTorch,84,556.9,13.39
2024,South Korea,Manufacturing,336,14448,Python,147743,Copilot,90,67.8,12.66
2024,Spain,Retail,364,10517,AI Tools,148010,ChatGPT,73,913.3,25
2023,Russia,Finance,156,6540,Python,78430,Gemini,69,401.1,26.43
2024,Spain,IT,232,1077,Machine Learning,76781,Claude,78,801.1,23.85
2025,Australia,Retail,114,17350,Data Science,66188,Copilot,80,984.4,29.96
2023,India,Finance,326,5221,Python,71621,Copilot,50,979.2,14.7
2020,France,Telecom,245,7238,Machine Learning,114740,Gemini,92,729.2,29.8
2025,Brazil,Automotive,324,8628,NLP,96784,PyTorch,69,576.1,10.73
2024,Switzerland,Education,141,2968,Python,105843,Copilot,75,492.1,5.5
2025,Netherlands,IT,242,7508,Cloud Computing,104752,ChatGPT,92,835.5,26.1
2023,Canada,Retail,267,7355,AI Tools,129959,TensorFlow,75,733,6.46
2025,China,Finance,169,6074,AI Tools,93015,ChatGPT,64,414.8,19.51
2021,Canada,Healthcare,499,18761,Python,149115,Claude,85,366.6,24.5
2024,Brazil,IT,141,3361,Data Science,92007,Claude,92,372.7,6.54
2022,Russia,Automotive,499,8927,Machine Learning,136973,Bard,89,555.5,7.84
2023,China,IT,152,2619,Machine Learning,110519,PyTorch,71,538.2,9.82
2022,Russia,Healthcare,359,12683,Data Science,94867,TensorFlow,99,473.4,7.7
2023,South Korea,Automotive,154,10611,Machine Learning,116195,PyTorch,52,364.1,16.62
2024,Israel,Education,258,14908,Data Science,104495,Gemini,86,839.6,18.08
2024,Norway,Manufacturing,294,13318,Python,128553,Copilot,86,780.5,11.53
2021,UK,Healthcare,479,11850,Machine Learning,85869,Gemini,81,836.5,18.63
2020,Spain,Manufacturing,397,1703,Data Science,109721,Bard,59,179.5,13.27
2025,Spain,Automotive,225,11655,Data Science,110464,PyTorch,59,845.7,20.78
2021,UK,Retail,432,17892,Data Science,138608,Copilot,90,97.7,15.86
2021,France,Manufacturing,229,12660,NLP,92452,Gemini,86,202.7,19.59
2024,Italy,IT,415,3401,NLP,93143,Copilot,79,799.6,25.73
2024,South Korea,Education,474,11600,Data Science,103759,Copilot,74,892,6.86
2023,South Korea,Manufacturing,291,8754,Data Science,73753,Bard,96,306.3,18.48
2022,South Korea,Finance,425,2085,Data Science,137709,TensorFlow,61,783,5.86
2021,Canada,Retail,133,13301,Machine Learning,96900,Claude,69,539.4,26.4
2022,UAE,Education,356,7814,Machine Learning,147496,Bard,67,811.3,19.37
2021,Germany,Telecom,194,12231,AI Tools,80614,Claude,56,677,13.53
2020,Indonesia,Finance,408,13584,NLP,143053,Bard,63,531.9,26.75
2020,China,IT,449,12566,AI Tools,134000,TensorFlow,93,298.8,10.66
2025,Canada,Retail,372,16879,Cloud Computing,122814,Bard,89,97.1,10.23
2022,Germany,IT,400,14523,AI Tools,94727,TensorFlow,83,641.1,10.68
2024,South Africa,Education,51,16219,Python,64863,TensorFlow,67,327.6,22.93
2023,Australia,Manufacturing,420,14824,Machine Learning,95144,Bard,92,837.5,8.14
2021,Norway,Retail,495,13687,Data Science,146907,PyTorch,52,349.8,26.95
2024,Singapore,Automotive,324,12434,Machine Learning,121293,Bard,93,588.2,16.62
2022,Norway,Telecom,327,18513,Cloud Computing,99417,Gemini,87,454,18.82
2022,Denmark,Automotive,479,18852,NLP,98555,PyTorch,55,943,6.23
2020,Canada,Telecom,360,6992,NLP,132414,Bard,76,652,10.38
2023,Russia,Education,225,8477,Python,98151,ChatGPT,66,458.8,28.09
2025,Turkey,Automotive,401,13750,Data Science,121062,Claude,67,289.9,19.1
2023,Switzerland,IT,318,16062,Machine Learning,69621,Claude,60,958.9,11.18
